query,function,identifier,url,score
hash set for counting distinct elements,"def _items_hash(self):
        result = 0
        for i in self._items:
            result ^= list_hash(i)
        return result",MultilineStanza._items_hash,https://github.com/pylover/network-interfaces/blob/7c77a1cbc3842885d11680aca97e693435133be8/network_interfaces/stanza.py#L132-L136,1.3402845
hash set for counting distinct elements,"def set_hash_size(self, size, callback=True):
        # TEMP: ignore passed callback parameter
        self.t_.set(color_hashsize=size)",RGBMapper.set_hash_size,https://github.com/ejeschke/ginga/blob/a78c893ec6f37a837de851947e9bb4625c597915/ginga/RGBMap.py#L368-L370,1.3397119
how to get database table name,"def get_table(self, database_name, table_name):
        database = self.get_database(database_name)
        try:
            return database.tables[table_name]
        except KeyError:
            raise TableNotFoundException(table_name)",GlueBackend.get_table,https://github.com/spulec/moto/blob/4a286c4bc288933bb023396e2784a6fdbb966bc9/moto/glue/models.py#L48-L53,1.4216213
how to get database table name,"def get_table_name(cls):
        if cls._table is not None:
            return cls._get_table_name(cls._table)
        if cls._table_name:
            return cls._table_name
        if cls._database is not None or cls._database_name:
            return ""_"".join(cls.names)
        return cls.names[-1]",DatabaseThingy.get_table_name,https://github.com/numberly/thingy/blob/b03d131a55c3bf16c4886f568d00fd11558ea3a7/thingy.py#L192-L199,1.4102043
how to get database table name,"def table(self):
        if self._table is None:
            self._table = dynamodb_connection_factory().Table(TABLE_NAME)
        return self._table",SessionStore.table,https://github.com/gtaylor/django-dynamodb-sessions/blob/434031aa483b26b0b7b5acbdf683bbe1575956f1/dynamodb_sessions/backends/dynamodb.py#L78-L81,1.4083074
how to get database table name,"def get_table(self, database_name, table_name):
        """"""
        Get the information of the table

        :param database_name: Name of hive database (schema) @table belongs to
        :type database_name: str
        :param table_name: Name of hive table
        :type table_name: str
        :rtype: dict

        >>> hook = AwsGlueCatalogHook()
        >>> r = hook.get_table('db', 'table_foo')
        >>> r['Name'] = 'table_foo'
        """"""

        result = self.get_conn().get_table(DatabaseName=database_name, Name=table_name)

        return result['Table']",AwsGlueCatalogHook.get_table,https://github.com/apache/airflow/blob/b69c686ad8a0c89b9136bb4b31767257eb7b2597/airflow/contrib/hooks/aws_glue_catalog_hook.py#L120-L137,1.4055984
how to get database table name,"def get_table(self, table_name):
        if self.table_exists(table_name):
            return PostgresNoSQLTable(table_name, self.connection)
        else:
            return None",PostgresNoSQLDatabase.get_table,https://github.com/cansik/pg4nosql/blob/d92aab35172194184e58f5ac17ef354d0fa08480/pg4nosql/PostgresNoSQLDatabase.py#L49-L53,1.4054916
how to get database table name,"def GetNumberOfRows(self):
    """"""Retrieves the number of rows of the table.

    Returns:
      int: number of rows.

    Raises:
      IOError: if the file-like object has not been opened.
      OSError: if the file-like object has not been opened.
    """"""
    if not self._database_object:
      raise IOError('Not opened.')

    if self._number_of_rows is None:
      self._number_of_rows = self._database_object.GetNumberOfRows(
          self._table_name)

    return self._number_of_rows",SQLiteBlobFile.GetNumberOfRows,https://github.com/log2timeline/dfvfs/blob/2b3ccd115f9901d89f383397d4a1376a873c83c4/dfvfs/file_io/sqlite_blob_file_io.py#L159-L176,1.4048007
how to get database table name,"def get_tables(self, database_name):
        database = self.get_database(database_name)
        return [table for table_name, table in database.tables.items()]",GlueBackend.get_tables,https://github.com/spulec/moto/blob/4a286c4bc288933bb023396e2784a6fdbb966bc9/moto/glue/models.py#L55-L57,1.4026383
how to get database table name,"def get_table(self, table_name):

        for table in meta.sorted_tables:
            if table.name==table_name:
                return table

        return False",LoadModelClasses.get_table,https://github.com/oliveirabrunoa/db2rest/blob/6a860ce71a9dec5f9e05d35f013548b49a82736c/DB2Rest/db2rest.py#L45-L51,1.4019064
how to get database table name,"async def label_column_for_table(self, db_name, table):
        explicit_label_column = (
            self.table_metadata(
                db_name, table
            ).get(""label_column"")
        )
        if explicit_label_column:
            return explicit_label_column
        # If a table has two columns, one of which is ID, then label_column is the other one
        column_names = await self.table_columns(db_name, table)
        if (column_names and len(column_names) == 2 and ""id"" in column_names):
            return [c for c in column_names if c != ""id""][0]
        # Couldn't find a label:
        return None",Datasette.label_column_for_table,https://github.com/simonw/datasette/blob/11b352b4d52fd02a422776edebb14f12e4994d3b/datasette/app.py#L539-L552,1.3995718
how to get database table name,"async def get_table_definition(self, database_name, table, type_=""table""):
        table_definition_rows = list(
            await self.execute(
                database_name,
                'select sql from sqlite_master where name = :n and type=:t',
                {""n"": table, ""t"": type_},
            )
        )
        if not table_definition_rows:
            return None
        return table_definition_rows[0][0]",Datasette.get_table_definition,https://github.com/simonw/datasette/blob/11b352b4d52fd02a422776edebb14f12e4994d3b/datasette/app.py#L315-L325,1.3987169
deserialize json,"def __init__(self, *args, **kwargs):
        self.initargs = args
        self.initkwargs = kwargs",timer.__init__,https://github.com/Gwildor/Pyromancer/blob/250a83ad4b6e87560bea8f2e0526ad0bba678f3d/pyromancer/decorators.py#L94-L96,1.1297776
deserialize json,"def __init__(self, *args, **kwargs):
        super(ExprCmpLte,self).__init__(ExprCmp.OpLte, *args, **kwargs)",ExprCmpLte.__init__,https://github.com/quarkslab/arybo/blob/04fad817090b3b9f2328a5e984457aba6024e971/arybo/lib/mba_exprs.py#L623-L624,1.1244069
deserialize json,"def _comparable(number1, number2):
    n1, n2 = NumberValue(number1), NumberValue(number2)
    type1 = _conv_type.get(n1.unit)
    type2 = _conv_type.get(n2.unit)
    return BooleanValue(type1 == type2)",_comparable,https://github.com/klen/zeta-library/blob/b76f89000f467e10ddcc94aded3f6c6bf4a0e5bd/zetalibrary/scss/__init__.py#L3406-L3410,1.1237692
deserialize json,"def convert_to_parse(value):
        from parse_rest.datatypes import ParseType
        return ParseType.convert_to_parse(value, as_pointer=True)",Queryset.convert_to_parse,https://github.com/milesrichardson/ParsePy/blob/7c52d8a5dc63bb7c3b0b8c0c09d032b4bc7299ea/parse_rest/query.py#L72-L74,1.1229098
deserialize json,"def deserialize_json(cls, serialized_json):
        '''Return a macaroon deserialized from a string
        @param serialized_json The string to decode {str}
        @return {Macaroon}
        '''
        serialized = json.loads(serialized_json)
        return Macaroon.from_dict(serialized)",Macaroon.deserialize_json,https://github.com/go-macaroon-bakery/py-macaroon-bakery/blob/63ce1ef1dabe816eb8aaec48fbb46761c34ddf77/macaroonbakery/bakery/_macaroon.py#L242-L248,1.1203096
deserialize json,"def deserialize(self, msg):
        'deserialize output to a Python object'
        self.logger.debug('deserializing %s', msg)
        return json.loads(msg)",ShellNode.deserialize,https://github.com/BrianHicks/emit/blob/19a86c2392b136c9e857000798ccaa525aa0ed84/emit/multilang.py#L65-L68,1.1191722
deserialize json,"def json_deserialize(data):
    if data is None:
        raise BadJSON()

    try:
        obj = json.loads(data)
    except ValueError:
        raise BadJSON()

    return obj",json_deserialize,https://github.com/rgs1/zk_shell/blob/bbf34fdfcf1f81100e2a5816fad8af6afc782a54/zk_shell/shell.py#L193-L202,1.1191696
deserialize json,"def deserialize(s):
    if isinstance(s, bytes):
        return json.loads(s.decode('utf-8'))
    return json.loads(s)",deserialize,https://github.com/jazzband/sorl-thumbnail/blob/22ccd9781462a820f963f57018ad3dcef85053ed/sorl/thumbnail/helpers.py#L55-L58,1.1190214
deserialize json,"def json_loads(obj):
    if isinstance(obj, binary_type):
        obj = obj.decode(""utf-8"")
    return json.loads(obj)",json_loads,https://github.com/galaxyproject/pulsar/blob/9ab6683802884324652da0a9f0808c7eb59d3ab4/pulsar/client/util.py#L240-L243,1.1185188
deserialize json,"def json(self, *,  # type: ignore
             loads: Callable[[Any], Any]=json.loads) -> None:
        """"""Return parsed JSON data.

        .. versionadded:: 0.22
        """"""
        return loads(self.data)",WSMessage.json,https://github.com/aio-libs/aiohttp/blob/9504fe2affaaff673fa4f3754c1c44221f8ba47d/aiohttp/http_websocket.py#L85-L91,1.1184207
find int in string,"def find_number(regex, s):
    """"""Find a number using a given regular expression.
    If the string cannot be found, returns None.
    The regex should contain one matching group, 
    as only the result of the first group is returned.
    The group should only contain numeric characters ([0-9]+).
    
    s - The string to search.
    regex - A string containing the regular expression.
    
    Returns an integer or None.
    """"""
    result = find_string(regex, s)
    if result is None:
        return None
    return int(result)",find_number,https://github.com/fdb/aufmachen/blob/f2986a0cf087ac53969f82b84d872e3f1c6986f4/aufmachen/websites/immoweb.py#L115-L130,1.2741714
find int in string,"def strings_to_integers(strings: Iterable[str]) -> Iterable[int]:
    """"""
    Convert a list of strings to a list of integers.

    :param strings: a list of string
    :return: a list of converted integers

    .. doctest::

        >>> strings_to_integers(['1', '1.0', '-0.2'])
        [1, 1, 0]
    """"""
    return strings_to_(strings, lambda x: int(float(x)))",strings_to_integers,https://github.com/singularitti/scientific-string/blob/615dca747e8fb1e89ed1d9f18aef4066295a17a9/scientific_string/strings.py#L39-L51,1.2720398
find int in string,"def positive_integer(string):
    value = int(string)
    if value <= 0:
        msg = ""%r is not a positive integer"" % string
        raise argparse.ArgumentTypeError(msg)
    return value",positive_integer,https://github.com/brunato/lograptor/blob/b1f09fe1b429ed15110610092704ef12d253f3c9/lograptor/api.py#L67-L72,1.2712709
find int in string,"def positive_int(integer_string: str, strict: bool = False, cutoff: Optional[int] = None) -> int:
    """"""
    Cast a string to a strictly positive integer.
    """"""
    ret = int(integer_string)
    if ret < 0 or (ret == 0 and strict):
        raise ValueError()
    if cutoff:
        ret = min(ret, cutoff)
    return ret",positive_int,https://github.com/anti1869/sunhead/blob/5117ec797a38eb82d955241d20547d125efe80f3/src/sunhead/utils.py#L116-L125,1.2711656
find int in string,"def _positive_int(integer_string, strict=False, cutoff=None):
    """"""
    Cast a string to a strictly positive integer.
    """"""
    ret = int(integer_string)

    if ret < 0 or (ret == 0 and strict):
        raise ValueError()
    if cutoff:
        ret = min(ret, cutoff)

    return ret",_positive_int,https://github.com/danpoland/pyramid-restful-framework/blob/4d8c9db44b1869c3d1fdd59ca304c3166473fcbb/pyramid_restful/pagination/pagenumber.py#L21-L32,1.2710342
find int in string,"def integer(self, rule, **kwargs):
        """"""
        Implementation of :py:func:`pynspect.traversers.RuleTreeTraverser.integer` interface.
        """"""
        rule.value = int(rule.value)
        return rule",IDEAFilterCompiler.integer,https://github.com/honzamach/pynspect/blob/0582dcc1f7aafe50e25a21c792ea1b3367ea5881/pynspect/compilers.py#L399-L404,1.2689372
find int in string,"def number(string):
    try:
        number = int(string)
    except ValueError:
        number = float(string)
    return number",number,https://github.com/brechtm/rinohtype/blob/40a63c4e5ad7550f62b6860f1812cb67cafb9dc7/src/rinoh/font/type1.py#L29-L34,1.2681867
find int in string,"def find_between(string, first, last):
        try:
            start = string.index(first) + len(first)
            end = string.index(last, start)
            return string[start:end]
        except ValueError:
            return """"",AuthRequest.find_between,https://github.com/redhat-cip/python-dciauth/blob/fe39bdf387a0bcb23094dbef0bb0d8bca1823128/dciauth/request.py#L76-L82,1.2679709
find int in string,"def get_int(self, attributename):
        value = self.get_string(attributename)
        return int(value) if value is not None else None",XmlUtils.get_int,https://github.com/rajeevs1992/pyhealthvault/blob/2b6fa7c1687300bcc2e501368883fbb13dc80495/src/healthvaultlib/utils/xmlutils.py#L59-L61,1.2664894
find int in string,"def positive_int(string):
    """"""Convert string to positive integer.""""""
    error_msg = 'Positive integer required, {string} given.'.format(string=string)
    try:
        value = int(string)
    except ValueError:
        raise ArgumentTypeError(error_msg)
    if value < 0:
        raise ArgumentTypeError(error_msg)
    return value",positive_int,https://github.com/Yelp/kafka-utils/blob/cdb4d64308f3079ee0873250bf7b34d0d94eca50/kafka_utils/util/__init__.py#L64-L73,1.265957
